pl_name,hostname,discoverymethod,disc_year,pl_bmasse,pl_rade,pl_orbper,pl_eqt,st_teff,st_mass,sy_dist
Kepler-846 b,Kepler-846,Transit,2016,,2.48,19.80792185,,5579.0,0.94,1127.12
Kepler-866 b,Kepler-866,Transit,2016,,1.63,2.617032536,,4751.0,0.75,646.667
Kepler-258 b,Kepler-258,Transit,2014,,4.06,13.19722,,4942.0,,575.988
TOI-4791 b,TOI-4791,Transit,2023,734.18362017,12.44196858,4.28088,1472.0,6058.0,1.242,328.802
Kepler-1450 b,Kepler-1450,Transit,2016,,1.71,54.5094166,,4524.0,0.71,505.829
Kepler-294 b,Kepler-294,Transit,2014,,1.77,3.701212,,5913.0,,1357.01
Kepler-1533 b,Kepler-1533,Transit,2016,,3.46,308.5471,,6431.0,1.31,966.801
TOI-2382 b,TOI-2382,Transit,2025,235.19302118,12.25141591,4.6612061,1426.0,6033.0,1.26,434.92
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,Microlensing,2022,5.56,,,,,0.47,4150.0
TYC 8998-760-1 c,TYC 8998-760-1,Imaging,2020,1906.98,12.3299,,1240.0,,1.0,94.6177
Kepler-1740 b,Kepler-1740,Transit,2021,,3.32321414,8.172400475,,5705.0,0.943,1061.77
TOI-1820 b,TOI-1820,Transit,2022,731.0053361,12.778238,4.860674,1375.0,5734.0,1.04,248.504
TOI-2068 b,TOI-2068,Transit,2024,,1.821,7.768915,520.62,3710.0,0.559,52.9328
TOI-2107 b,TOI-2107,Transit,2024,263.79757781,13.57407563,2.4545467,1397.0,5627.0,0.961,236.705
Kepler-828 b,Kepler-828,Transit,2016,,1.51,0.567857136,,5039.0,0.81,575.322
TOI-2266 b,TOI-2266,Transit,2024,,1.54,2.326318,550.0,3200.0,0.23,51.6004
TOI-2345 b,TOI-2345,Transit,2025,3.49,1.504,1.0528573,1478.0,4687.0,0.727,81.6541
Kepler-445 c,Kepler-445,Transit,2015,,2.51,4.871229,,3157.0,0.18,127.201
Kepler-1328 b,Kepler-1328,Transit,2016,,0.98,4.52158888,,5780.0,1.0,813.543
Kepler-1872 b,Kepler-1872,Transit,2021,,2.38421141,3.825910091,,5223.0,0.913,840.182
Kepler-1346 b,Kepler-1346,Transit,2016,,1.58,3.40165668,,6133.0,1.14,843.701
Kepler-1350 b,Kepler-1350,Transit,2016,,2.52,4.4968604,,3827.0,0.55,340.691
Kepler-605 b,Kepler-605,Transit,2016,,1.44,3.383538066,,5462.0,0.91,556.58
Kepler-1983 b,Kepler-1983,Transit,2023,,2.33,7.32851947,807.0,5135.0,0.812,424.428
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,Microlensing,2021,6.059,,,,,0.219,6705.0
WASP-181 b,WASP-181,Transit,2019,95.03117,13.271456,4.5195064,1186.0,5839.0,1.04,437.495
Kepler-310 d,Kepler-310,Transit,2014,,2.47,92.876125,,5797.0,,602.268
TIC 178172313 b,TIC 178172313,Transit,2026,,2.80405322,4.3731816136,,5405.59,,178.137
K2-49 b,K2-49,Transit,2016,,1.93,2.77065,,4175.0,0.51,457.125
HD 10697 b,HD 10697,Radial Velocity,1999,1825.2885414,,1075.3799,,,0.99,33.1205
Kepler-399 d,Kepler-399,Transit,2014,,1.89,58.034616,,5502.0,,740.537
HD 22532 b,HD 22532,Radial Velocity,2022,673.79622284,,872.6,,5038.0,1.57,161.183
Kepler-277 c,Kepler-277,Transit,2013,64.2,3.36,33.006,,,1.12,976.643
TOI-6130 b,TOI-6130,Transit,2024,333.71982735,14.3474953,2.392679,1750.0,6110.0,1.31,220.882
Kepler-1182 b,Kepler-1182,Transit,2016,,2.41,11.17394617,,5924.0,1.04,1545.39
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,Microlensing,2008,231.0,,1788.5,,,0.51,1510.0
Kepler-1932 b,Kepler-1932,Transit,2021,,1.51482218,0.524177015,,5278.0,0.911,713.733
AF Lep b,AF Lep,Imaging,2023,1147.36054927,,8905.0,,,1.218,26.8564
Kepler-416 b,Kepler-416,Transit Timing Variations,2014,58.2,2.48,6.319,,,1.0,690.819
Kepler-614 b,Kepler-614,Transit,2016,,2.39,14.03491514,,5268.0,0.85,527.995
Kepler-1738 b,Kepler-1738,Transit,2021,,2.82472883,7.674630165,,6063.0,1.079,1302.87
Kepler-142 c,Kepler-142,Transit,2014,,2.86,4.761702,,5790.0,,548.686
HD 190360 d,HD 190360,Radial Velocity,2026,11.9,,88.69,,5560.0,0.996,16.0069
TOI-5616 b,TOI-5616,Transit,2024,624.0,10.78,2.002849,939.0,3996.0,0.666,390.415
Kepler-183 b,Kepler-183,Transit,2014,,2.06,5.687945,,5888.0,,1050.64
Kepler-400 b,Kepler-400,Transit,2014,,1.65,9.024389,,5886.0,,845.97
Kepler-696 b,Kepler-696,Transit,2016,,6.14,4.190425575,,5903.0,1.06,1416.44
Kepler-1953 b,Kepler-1953,Transit,2021,,1.28574667,6.245659828,,4858.0,0.786,605.631
Kepler-324 b,Kepler-324,Transit,2014,,1.14,4.385315,,5194.0,,501.574
HD 189567 b,HD 189567,Radial Velocity,2021,8.5,,14.288,,5726.0,0.83,17.9055
Kepler-1914 b,Kepler-1914,Transit,2021,,2.9429803,30.82789993,,5982.0,1.047,1621.56
HD 113538 c,HD 113538,Radial Velocity,2010,295.57,,1818.0,,4462.0,0.585,16.2817
Kepler-1211 b,Kepler-1211,Transit,2016,,2.55,11.01816836,,5705.0,0.96,1826.53
Kepler-1279 b,Kepler-1279,Transit,2016,,1.75,23.4774101,,6221.0,1.21,1494.22
Kepler-446 b,Kepler-446,Transit,2015,,1.5,1.565409,,3359.0,0.22,96.339
Kepler-845 b,Kepler-845,Transit,2016,,2.04,0.927859821,,4913.0,0.79,431.051
TOI-7166 b,TOI-7166,Transit,2025,,2.01,12.92063621,249.0,3099.0,0.19,35.4153
Kepler-672 b,Kepler-672,Transit,2016,,2.5,38.3774623,,5627.0,0.95,1033.93
Kepler-52 d,Kepler-52,Transit,2014,,1.95,36.445171,,4263.0,,321.542
K2-198 d,K2-198,Transit,2019,,2.438,7.4500177,943.2,5212.9,0.799,110.567
Kepler-94 c,Kepler-94,Radial Velocity,2014,3126.0,,820.3,,4781.0,0.81,191.904
Kepler-214 b,Kepler-214,Transit,2014,,2.61,15.660544,,6169.0,,1208.44
Kepler-174 d,Kepler-174,Transit,2014,,2.19,247.35373,,4880.0,,384.757
TOI-375 d,TOI-375,Radial Velocity,2026,445.59542661,,297.9,434.0,5259.9,1.441,396.213
Kepler-385 b,Kepler-385,Transit,2014,,2.73,10.043686,,6326.0,,1432.61
Kepler-613 b,Kepler-613,Transit,2016,,2.29,15.77979614,,5723.0,0.98,861.494
GJ 1289 b,GJ 1289,Radial Velocity,2024,6.27,,111.74,150.0,3296.0,0.21,8.35147
Kepler-1889 b,Kepler-1889,Transit,2021,,2.94360686,37.30369949,,5646.0,0.864,1395.13
KMT-2024-BLG-2242L b,KMT-2024-BLG-2242L,Microlensing,2025,13.98444991,,,,,0.069,7620.0
MASCARA-4 b,MASCARA-4,Transit,2020,532.36258173,16.98160576,2.8240932,2250.0,7800.0,1.75,170.696
Kepler-234 c,Kepler-234,Transit,2014,,3.51,7.21205,,6224.0,,1733.1
HIP 109600 b,HIP 109600,Radial Velocity,2016,851.7844,,232.08,,5530.0,0.87,66.3361
TrES-5 b,TrES-5,Transit,2011,568.9157,13.383546,1.48224686,1480.0,5171.0,0.901,360.313
WASP-129 b,WASP-129,Transit,2016,317.83,10.42437,5.748145,1100.0,5900.0,1.0,301.462
Gaia-1 b,Gaia-1,Transit,2022,533.95172376,13.77583728,3.052524,,5470.0,0.949,363.66
Kepler-878 b,Kepler-878,Transit,2016,,1.93,25.9422033,,5044.0,0.81,791.625
TOI-2384 b,TOI-2384,Transit,2024,624.85064816,11.48920522,2.13570304,889.7,3943.0,0.635,191.51
TOI-2449 b,TOI-2449,Transit,2025,222.0,11.24,106.14468,400.0,6021.0,1.079,156.786
Kepler-872 b,Kepler-872,Transit,2016,,1.99,2.578855068,,5902.0,1.05,879.683
TOI-2876 b,TOI-2876,Transit,2025,54.03082919,9.6397234,6.2996431,929.0,5271.0,0.939,225.744
Kepler-859 b,Kepler-859,Transit,2016,,3.09,20.38177573,,5020.0,0.81,839.903
Kepler-525 b,Kepler-525,Transit,2016,,2.63,18.68404933,,5573.0,0.95,992.852
Kepler-1359 b,Kepler-1359,Transit,2016,,2.83,59.4970952,,4709.0,0.78,614.859
Kepler-1884 b,Kepler-1884,Transit,2021,,1.81406781,8.988320351,,5984.0,0.993,1443.09
Kepler-103 b,Kepler-103,Transit,2014,11.67,3.4857,15.9653287,,6047.0,1.212,494.832
Kepler-721 b,Kepler-721,Transit,2016,,2.64,5.392025388,,5075.0,0.82,926.598
TIC 172900988 b,TIC 172900988 Aa,Transit,2021,942.0,11.25,200.452,,6050.0,1.2384,250.956
Kepler-1463 b,Kepler-1463,Transit,2016,,1.86,25.15864,,5679.0,0.96,1687.47
Kepler-1573 b,Kepler-1573,Transit,2016,,1.2,2.6157554,,5808.0,1.01,1455.36
TOI-1744.01,TOI-1744,Transit,2024,,2.68,22.341702927,,6179.0,1.18,114.39
KMT-2024-BLG-1005L b,KMT-2024-BLG-1005L,Microlensing,2025,6674.396547,,,,,0.055,6950.0
TIC 160113658 b,TIC 160113658,Transit,2026,,3.49015778,6.72952262077,,4817.31,,200.156
Kepler-340 c,Kepler-340,Transit,2014,,3.37,22.824669,,6620.0,,808.762
GJ 463 b,GJ 463,Radial Velocity,2022,524.09904314,,3459.0,,3563.0,0.486,18.3554
Kepler-1540 b,Kepler-1540,Transit,2016,,2.49,125.4131177,,4540.0,0.74,244.96
Kepler-596 b,Kepler-596,Transit,2016,,3.46,21.30022655,,6267.0,1.21,1023.85
Kepler-1088 b,Kepler-1088,Transit,2016,,1.42,23.12748644,,5975.0,1.08,280.629
Kepler-68 e,Kepler-68,Radial Velocity,2023,86.4493267,,3455.0,,5847.0,1.057,144.166
Kepler-810 b,Kepler-810,Transit,2016,,1.93,4.59725385,,5803.0,1.03,1458.59
Kepler-1785 b,Kepler-1785,Transit,2021,,2.70422447,19.58550072,,5618.0,0.911,745.74
HAT-P-3 b,HAT-P-3,Transit,2007,206.5895,10.53646,2.8997,,5185.0,1.06,134.554
Kepler-1106 b,Kepler-1106,Transit,2016,,1.65,1.252752174,,6104.0,1.11,1090.7
GJ 676 A e,GJ 676 A,Radial Velocity,2012,6.67439655,,35.47358,,,0.626,16.0272
Kepler-1660 AB b,Kepler-1660 A,Eclipse Timing Variations,2023,1586.59940774,,239.5044,,,1.1366,1188.54
Kepler-197 e,Kepler-197,Transit,2014,,0.91,25.209715,,6004.0,,330.575
K2-254 b,K2-254,Transit,2018,,1.63,4.09639,791.0,4629.0,0.71,227.775
TOI-2202 b,TOI-2202,Transit,2021,287.31687993,10.95117414,11.9126075,,5169.0,0.841,235.933
TOI-5788 c,TOI-5788,Transit,2026,6.4,2.272,16.213362,667.0,5615.0,0.87,97.614
Kepler-1382 b,Kepler-1382,Transit,2016,,1.88,16.3583055,,6161.0,1.36,738.261
Kepler-1486 b,Kepler-1486,Transit,2016,,2.32,54.6495759,,5965.0,1.08,1769.14
TOI-1233.01,HD 108236,Transit,2021,,2.539,14.175685,,5660.0,0.869,64.5978
Kepler-652 b,Kepler-652,Transit,2016,,2.49,4.182002531,,5490.0,0.97,394.55
TOI-4914 b,TOI-4914,Transit,2024,227.0,12.87,10.60057,894.0,5805.0,1.03,299.89
HD 330075 b,HD 330075,Radial Velocity,2004,152.5584,,3.38773,,5000.0,0.47,45.2989
Kepler-268 b,Kepler-268,Transit,2014,,2.55,25.934138,,6081.0,,851.87
TOI-2458 c,TOI-2458,Radial Velocity,2024,10.22,,16.553,,6005.0,1.05,112.958
K2-72 c,K2-72,Transit,2016,,1.16,15.189034,,3360.47,0.271365,66.4321
WASP-34 b,WASP-34,Transit,2010,177.9848,11.209,4.31768,,5700.0,0.96,132.096
HD 11506 b,HD 11506,Radial Velocity,2007,1525.5763536,,1617.7,,6123.0,1.22,51.261
Kepler-1152 b,Kepler-1152,Transit,2016,,0.87,1.646801908,,3964.0,0.55,215.233
Kepler-115 c,Kepler-115,Transit,2014,,2.6,8.990889,,5979.0,,623.609
Kepler-352 b,Kepler-352,Transit,2014,,0.86,10.05537,,5212.0,,252.733
TOI-2525 b,TOI-2525,Transit,2023,26.69758619,8.67575106,23.2856,,5096.0,0.849,395.398
Kepler-712 b,Kepler-712,Transit,2016,,3.41,21.02247699,,5148.0,0.84,872.493
TOI-6716 b,TOI-6716,Transit,2026,,0.982,4.7185898,369.0,3110.0,0.223,18.8873
TOI-1789 b,TOI-1789,Transit,2021,222.4798849,16.14093221,3.208664,1927.0,5991.0,1.507,229.067
Kepler-1092 b,Kepler-1092,Transit,2016,,2.07,58.6017925,,5862.0,0.99,981.233
TOI-1691 b,TOI-1691,Transit,2024,,3.66,16.736888935,,5759.0,1.03,111.445
Kepler-28 b,Kepler-28,Transit,2011,1.63,1.959,5.91,,4499.3,0.684,438.359
K2-172 b,K2-172,Transit,2018,,1.66608079,14.316941,,5569.0,0.934356,249.742
ome Ser b,ome Ser,Radial Velocity,2013,233.92170755,,278.59,,4724.0,1.01,76.7556
TOI-5110 b,TOI-5110,Transit,2024,921.7023803,11.98240037,30.158577,976.0,6160.0,1.469,392.259
HD 184010 b,HD 184010,Radial Velocity,2022,98.52680617,,286.6,,4971.0,1.35,60.7993
Kepler-1748 b,Kepler-1748,Transit,2021,,2.71275017,5.823520184,,5774.0,0.916,1083.28
WASP-141 b,WASP-141,Transit,2016,854.9627,13.56289,3.310651,1540.0,5900.0,1.25,516.543
HD 12661 b,HD 12661,Radial Velocity,2000,772.3269,,262.70862,,5645.0,1.2,37.8478
Kepler-897 b,Kepler-897,Transit,2016,,2.39,8.0472642,,5839.0,1.03,1519.25
Kepler-1631 b,Kepler-1631,Transit,2016,,1.35,4.09513932,,5679.0,0.97,1305.99
Kepler-1758 b,Kepler-1758,Transit,2021,,2.57059831,9.977210045,,5557.0,1.035,1588.41
Kepler-306 c,Kepler-306,Transit,2014,,2.35,7.240193,,4954.0,,775.679
Kepler-895 b,Kepler-895,Transit,2016,,1.54,2.806242328,,4315.0,0.65,540.134
TOI-3819 b,TOI-3819,Transit,2023,352.78953177,13.13692538,3.2443141,1633.0,5859.0,1.242,558.141
KOI-1599.01,KOI-1599,Transit,2019,4.6,1.9,20.4415,,,1.02,1131.64
KOI-351 h,KOI-351,Transit,2013,203.0,,331.60296,,,1.242,848.254
Kepler-367 c,Kepler-367,Transit,2014,,1.2,53.578637,,4710.0,,188.027
Kepler-1802 b,Kepler-1802,Transit,2021,,1.671,15.45020008,,4245.0,0.649,636.694
Kepler-298 d,Kepler-298,Transit,2014,,2.5,77.473633,,4465.0,,518.204
Kepler-1052 c,Kepler-1052,Transit,2023,,2.3,180.921729,302.0,5818.0,0.937,943.444
Kepler-1388 d,Kepler-1388,Transit,2016,,2.86,20.9568158,,4098.0,0.63,453.795
TOI-808 b,TOI-808,Transit,2026,,2.20344362,9.73944854026,,5078.2,,98.1848
Kepler-933 b,Kepler-933,Transit,2016,,2.46,14.20443009,,5346.0,0.87,1017.2
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,Microlensing,2022,4.55,,,,,0.37,5720.0
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,Microlensing,2019,111.0,,,,,0.094,967.0
TOI-1230.01,TOI-1230,Transit,2021,,3.23968384,25.05713123288,688.61,5696.0,,143.138
Kepler-1260 b,Kepler-1260,Transit,2016,,1.77,19.1187753,,5961.0,1.06,1734.43
HD 142245 b,HD 142245,Radial Velocity,2011,975.7381,,1299.0,,4922.0,3.5,97.2305
HD 102888 b,HD 102888,Radial Velocity,2025,1808.44363583,,252.06,,4990.0,2.42,126.484
Kepler-82 f,Kepler-82,Transit Timing Variations,2019,20.9,,75.732,,,0.91,904.326
Kepler-1534 b,Kepler-1534,Transit,2016,,1.89,5.71668872,,5442.0,0.9,
TOI-1052 b,TOI-1052,Transit,2023,16.9,2.87,9.139703,1135.0,6146.0,1.204,129.804
Kepler-348 c,Kepler-348,Transit,2014,,1.33,17.265427,,6177.0,,570.783
TOI-5218 b,TOI-5218,Transit,2024,657.0,9.86,4.291452,783.0,4230.0,0.739,377.483
TOI-2015 b,TOI-2015,Transit,2023,9.2,3.309,3.348237,530.9,3297.0,0.3041,47.3444
TOI-544 b,TOI-544,Transit,2022,2.89,2.018,1.548352,999.0,4169.0,0.631,41.1166
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,Microlensing,2008,86.0,,4927.5,,,0.51,1510.0
Kepler-1609 b,Kepler-1609,Transit,2016,,2.22,114.34219,,6132.0,1.18,1826.04
TOI-532 b,TOI-532,Transit,2021,61.5,5.82,2.3266508,867.0,3927.0,0.639,135.047
TOI-2443 b,TOI-2443,Transit,2023,4.8,2.363,15.66858,519.0,4375.0,0.642,23.9258
Kepler-546 b,Kepler-546,Transit,2016,,7.0,4.147020258,,5967.0,1.11,1019.65
HD 1605 c,HD 1605,Radial Velocity,2015,1150.5446,,2149.0,,4915.0,1.33,88.8047
HD 220197 b,HD 220197,Radial Velocity,2018,63.566,,1728.0,,5683.0,0.91,64.411
KOI-3503 c,KOI-3503,Transit,2021,10.36,1.21,31.828,686.0,6001.0,0.858,887.064
TIC 117642575 b,TIC 117642575,Transit,2026,,2.82716337,4.94459060181,,5719.98,,188.758
Kepler-299 e,Kepler-299,Transit,2014,,1.87,38.285489,,5617.0,,1052.24
TOI-2420 b,TOI-2420,Transit,2024,294.62693329,15.02003414,5.842641,1571.6,,1.158,435.174
HD 185283 b,HD 185283,Radial Velocity,2023,413.1769291,,4060.0,,,0.8,31.395
DH Tau b,DH Tau,Imaging,2004,3496.0,,,,,0.33,134.846
Kepler-292 d,Kepler-292,Transit,2014,,2.23,7.055679,,5299.0,,1056.48
TOI-2989 b,TOI-2989,Transit,2025,953.485221,12.55405838,3.122832,1001.0,4672.0,0.77,195.795
Kepler-1050 c,Kepler-1050,Transit,2016,,1.48,21.1284569,,6010.0,1.09,490.488
G 192-15 c,G 192-15,Radial Velocity,2025,14.3,,1219.0,55.9,,0.132,9.53114
Kepler-1318 b,Kepler-1318,Transit,2016,,3.11,213.257663,,4598.0,0.73,475.248
Kepler-587 b,Kepler-587,Transit,2016,,2.23,10.94027841,,5549.0,0.92,787.894
K2-176 b,K2-176,Transit,2018,,1.49090097,5.329439,,5428.0,0.938545,247.302
HD 95544 b,HD 95544,Radial Velocity,2021,1913.64483855,,2041.54152,,,1.01,87.8049
Kepler-1315 b,Kepler-1315,Transit,2016,,1.38,0.84338011,,4861.0,0.8,480.869
TOI-2981 b,TOI-2981,Transit,2024,638.0,13.4,3.601501,1358.0,5940.0,1.03,527.789
TOI-2416 b,TOI-2416,Transit,2023,953.485221,9.86390302,8.275479,1080.0,5808.0,1.118,557.733
HD 8535 b,HD 8535,Radial Velocity,2010,216.1244,,1313.0,,6136.0,1.13,55.4401
Kepler-941 b,Kepler-941,Transit,2016,,3.08,17.42395198,,5539.0,0.89,1088.36
KMT-2024-BLG-2059L b,KMT-2024-BLG-2059L,Microlensing,2025,6.99222495,,,,,0.51,6070.0
TOI-1775 b,TOI-1775,Transit,2024,96.0,8.04728896,10.2405549,707.89,5284.0,0.9218,149.234
TOI-1291 b,TOI-1291,Transit,2026,,5.63826391,7.1620097551,,6139.95,,428.123
Kepler-393 c,Kepler-393,Transit,2014,,1.33,14.613612,,6189.0,,881.404
HD 217107 b,HD 217107,Radial Velocity,1998,459.57987652,,7.1270166,,,1.045,20.0619
HD 145457 b,HD 145457,Radial Velocity,2010,888.01256916,,176.13,,4757.0,1.9,135.292
TOI-3160 A b,TOI-3160 A,Transit,2025,378.21580433,13.7646283,3.971281,1539.0,6190.0,1.088,567.678
MOA-2022-BLG-563L b,MOA-2022-BLG-563L,Microlensing,2024,127.1313628,,,,,0.48,6530.0
Kepler-905 b,Kepler-905,Transit,2016,,1.41,5.082746517,,5461.0,0.95,529.268
Kepler-466 c,Kepler-466,Transit,2016,,1.25,3.709213846,,5927.0,1.04,530.122
Kepler-130 b,Kepler-130,Transit,2014,,1.02,8.457458,,5884.0,,316.663
Kepler-553 c,Kepler-553,Transit,2016,2129.4503269,11.57887706,328.24017,251.0,5191.0,0.889,728.525
TOI-4559 b,TOI-4559,Transit,2024,,1.415,3.965991,554.16,3558.0,0.392,31.6354
Kepler-218 b,Kepler-218,Transit,2014,,1.48,3.619337,,5502.0,,656.38
Kepler-324 e,Kepler-324,Transit,2021,,2.03862444,13.97939968,,5191.0,0.844,501.574
Kepler-138 d,Kepler-138,Transit,2014,2.1,1.51,23.0923,345.0,3841.0,0.535,66.8624
Kepler-337 b,Kepler-337,Transit,2014,,1.54,3.292781,,5684.0,,677.975
Kepler-339 d,Kepler-339,Transit,2014,,1.17,10.558345,,5631.0,,616.637
Kepler-341 d,Kepler-341,Transit,2014,,1.85,27.666313,,6012.0,,1047.03
Kepler-265 d,Kepler-265,Transit,2014,,2.49,43.130617,,5835.0,,1280.25
Kepler-896 b,Kepler-896,Transit,2016,,2.53,144.547396,,5262.0,0.84,2334.93
Kepler-192 b,Kepler-192,Transit,2014,,2.74,9.926746,,5479.0,,651.674
Kepler-49 b,Kepler-49,Transit,2012,9.77,2.579,7.2,,4095.6,0.607,311.222
Kepler-256 c,Kepler-256,Transit,2014,,2.15,3.38802,,5551.0,,1026.43
Kepler-735 b,Kepler-735,Transit,2016,,2.95,11.51516988,,5107.0,0.85,695.059
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,Microlensing,2022,120.77479466,,,,,0.57,6280.0
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,Microlensing,2016,295.89824692,,,,,0.803,7056.0
TOI-1883 b,TOI-1883,Transit,2024,13.7,5.65,4.508,544.0,3554.0,0.495,115.369
HIP 98599 b,HIP 98599,Radial Velocity,2026,2177.12458795,,2656.0,,5978.0,1.19,75.9428
OGLE-2023-BLG-0766L b,OGLE-2023-BLG-0766L,Microlensing,2026,349.6112477,,,,,0.39,7400.0
HD 125136 b,HD 125136,Radial Velocity,2026,718.29219982,,849.77,,4959.0,1.55,121.257
HD 126105 b,HD 126105,Radial Velocity,2026,530.77343969,,524.0,,4875.0,1.2,82.8811
51 Peg b,51 Peg,Radial Velocity,1995,193.87532827,,4.2307966,,5761.0,1.07,15.4614
HD 190360 c,HD 190360,Radial Velocity,2005,26.2,,17.11625,,5560.0,0.996,16.0069
HIP 10090 c,HIP 10090,Radial Velocity,2026,270.15414595,,321.82,,5661.0,0.94,82.3937
KMT-2023-BLG-0332L b,KMT-2023-BLG-0332L,Microlensing,2026,6992.224954,,,,,0.54,6500.0
HIP 8923 b,HIP 8923,Radial Velocity,2026,3171.92750186,,5160.0,,5980.0,1.01,65.9957
TOI-4602.01,TOI-4602,Transit,2024,5.53,2.45,3.9812999,1344.0,5966.0,0.9,63.0637
TIC 52059926 b,TIC 52059926,Transit,2026,5380.0,10.71,175.532,229.6,4505.0,0.73,216.581
HD 127195 b,HD 127195,Radial Velocity,2026,212.94503269,,534.5,,4981.0,1.34,84.7167
WD 0806-661 b,WD 0806-661,Imaging,2011,2224.798849,12.10569916,,357.0,10393.0,0.605,19.2444
TIC 9344899 b,TIC 9344899,Transit,2026,6170.0,9.16,8.5821566,923.0,5800.0,0.98,532.228
TOI-3135 b,TOI-3135,Transit,2025,327.36325921,13.65253849,3.7065585,1292.0,5890.0,1.044,221.673
Kepler-1699 b,Kepler-1699,Transit,2020,,1.56671124,3.49082,,5575.53,,818.759
WASP-88 b,WASP-88,Transit,2014,133.4886,16.36514,4.954,,6430.0,0.94,523.756
Kepler-1994 b,Kepler-1994,Transit,2023,,0.51,4.61225043,1032.0,5495.0,0.932,241.991
Kepler-1934 b,Kepler-1934,Transit,2021,,0.91307734,1.419759989,,5925.0,0.968,428.514
Kepler-1491 c,Kepler-1491,Transit,2023,,2.44,61.569765,530.0,5626.0,0.991,2065.59
EPIC 248847494 b,EPIC 248847494,Transit,2018,4131.79,12.44199,3650.0,183.0,4898.0,0.9,551.886
TIC 150070085 b,TIC 150070085,Transit,2026,,3.62,10.47423,945.06,5999.0,1.16,204.368
Kepler-149 b,Kepler-149,Transit,2014,,4.21,29.198943,,5381.0,,571.034
Kepler-1583 b,Kepler-1583,Transit,2016,,0.6,9.32807355,,5645.0,0.94,403.933
MOA-bin-1L b,MOA-bin-1L,Microlensing,2012,1200.0,,,,,0.75,5100.0
Kepler-1416 b,Kepler-1416,Transit,2016,,0.88,1.49514952,,6019.0,1.09,949.59
TOI-2025 b,TOI-2025,Transit,2022,1144.1822652,11.89272852,8.8720982,1166.0,5977.0,1.199,335.985
Kepler-625 b,Kepler-625,Transit,2016,,1.99,7.75192492,,5789.0,1.04,760.708
TOI-512 b,TOI-512,Transit,2025,3.57,1.54,7.18886,1009.0,5277.0,0.74,67.3975
TOI-1772.01,TOI-1772,Transit,2024,,2.905,8.054246874,,5583.0,0.99,97.7562
Kepler-195 b,Kepler-195,Transit,2014,,2.03,8.307872,,5329.0,,652.051
K2-286 b,K2-286,Transit,2018,,2.1,27.359,347.0,3926.0,0.64,76.1486
TOI-2421 b,TOI-2421,Transit,2022,105.83685953,10.36830715,4.3474032,1534.0,5607.0,1.131,327.927
Kepler-936 b,Kepler-936,Transit,2016,,1.45,10.56134221,,5482.0,0.92,823.399
Kepler-1307 b,Kepler-1307,Transit,2016,,2.47,18.01621096,,5884.0,1.06,1014.62
Kepler-139 c,Kepler-139,Transit,2014,,3.38,157.072878,,5594.0,,391.038
WASP-91 b,WASP-91,Transit,2017,425.8922,11.54527,2.798581,1160.0,4920.0,0.84,149.942
Kepler-20 c,Kepler-20,Transit,2011,11.1,2.894,10.8540774,828.0,5495.0,0.929,282.563
K2-407 c,K2-407,Transit,2022,,1.36,9.22453,,5563.0,0.881,218.376
GJ 682 b,GJ 682,Radial Velocity,2014,4.4,,17.478,,3028.0,0.27,5.00671
81 Cet b,81 Cet,Radial Velocity,2008,1051.05854195,,1005.57,,4734.0,1.23,101.26
Kepler-260 b,Kepler-260,Transit,2014,,2.01,8.187399,,5250.0,,627.365
TOI-733 b,TOI-733,Transit,2023,5.72,1.992,4.884765,1055.8,5585.0,0.956,75.2092
Kepler-484 b,Kepler-484,Transit,2016,,2.28,10.045569313,,5668.0,0.96,382.136
Kepler-1725 b,Kepler-1725,Transit,2021,,2.8125177,16.71990013,,6020.0,1.049,558.652
Kepler-1316 b,Kepler-1316,Transit,2016,,3.54,87.9732136,,5884.0,1.04,800.871
Kepler-1335 b,Kepler-1335,Transit,2016,,1.45,6.26406846,,4903.0,0.77,621.853
TOI-4029 b,TOI-4029,Transit,2026,,6.73756618,5.88498234631,,5662.53,,274.436
Kepler-100 c,Kepler-100,Transit,2014,7.05,2.2,12.8159,,5825.0,1.08,304.645
Kepler-380 c,Kepler-380,Transit,2014,,1.27,7.630004,,6045.0,,813.713
K2-165 d,K2-165,Transit,2018,,2.64809498,14.101361,,5185.0,0.834847,134.591
TOI-286 b,TOI-286,Transit,2024,4.53,1.42,4.5117244,979.0,5152.0,0.832,59.2293
Kepler-394 d,Kepler-394,Transit,2021,,1.50066814,5.613580227,,6398.0,1.141,1058.72
Kepler-238 d,Kepler-238,Transit,2014,,3.07,13.233549,,5751.0,,1798.75
Kepler-271 c,Kepler-271,Transit,2014,,0.95,7.41086267,,5555.0,0.9,404.542
Kepler-238 b,Kepler-238,Transit,2014,,1.73,2.090876,,5751.0,,1798.75
TOI-5181 A b,TOI-5181 A,Transit,2025,330.54154328,13.34989601,3.8922295,1585.0,6060.0,1.25,480.155
