pl_name,hostname,discoverymethod,disc_year,pl_bmasse,pl_rade,pl_orbper,pl_eqt,st_teff,st_mass,sy_dist
Kepler-207 c,Kepler-207,Transit,2014,,1.5,3.071571,,5920.0,,875.519
Kepler-1321 d,Kepler-1321,Transit,2021,,2.62843782,5.720920086,,3640.0,0.513,769.146
Kepler-124 d,Kepler-124,Transit,2014,,1.11,30.950851,,4984.0,,420.046
Kepler-1311 b,Kepler-1311,Transit,2016,,1.24,11.1726994,,5748.0,1.05,866.331
Kepler-402 d,Kepler-402,Transit,2014,,1.38,8.921099,,6090.0,,625.339
Kepler-1365 c,Kepler-1365,Transit,2016,,0.8,4.77468005,,5770.0,1.0,840.128
Kepler-1371 c,Kepler-1371,Transit,2016,,0.64,2.00541269,,5361.0,0.87,515.334
Kepler-1392 b,Kepler-1392,Transit,2016,,1.96,15.1410397,,5479.0,0.88,
Kepler-1401 b,Kepler-1401,Transit,2016,,1.68,11.20066445,,5964.0,1.07,1425.43
Kepler-1414 b,Kepler-1414,Transit,2016,,1.23,3.51576315,,4951.0,0.8,570.835
Kepler-1417 b,Kepler-1417,Transit,2016,,1.0,20.3505213,,5839.0,1.02,991.845
Kepler-740 b,Kepler-740,Transit,2016,,4.57,3.584101216,,5438.0,0.91,1442.02
Kepler-433 b,Kepler-433,Transit,2015,896.24,16.25,5.33408384,1776.0,6360.0,1.46,1878.31
Kepler-401 b,Kepler-401,Transit,2014,,1.71,14.383035,,6117.0,,965.56
24 Sex b,24 Sex,Radial Velocity,2010,632.46,,452.8,,5098.0,1.54,72.0691
TOI-813 b,TOI-813,Transit,2020,,6.71,83.8911,610.0,5907.0,1.32,263.145
Kepler-127 b,Kepler-127,Transit,2014,,1.4,14.435889,,6106.0,,352.794
Kepler-1905 b,Kepler-1905,Transit,2021,,1.4460734,3.42392993,,5788.0,1.038,1051.53
Kepler-1388 b,Kepler-1388,Transit,2016,,2.59,12.2854603,,4098.0,0.63,453.795
TOI-707 b,TOI-707,Transit,2026,,2.416,52.79918,491.7,5424.0,0.99,130.959
Kepler-1926 b,Kepler-1926,Transit,2021,,2.31495961,42.87770081,,5256.0,0.768,667.405
DS Tuc A b,DS Tuc A,Transit,2019,,5.7,8.138268,850.0,5428.0,1.01,44.0622
Kepler-1181 b,Kepler-1181,Transit,2016,,1.57,4.89337519,,6176.0,1.17,938.417
Kepler-885 b,Kepler-885,Transit,2016,,2.5,18.11472949,,6187.0,1.21,651.318
Kepler-161 c,Kepler-161,Transit,2014,,2.05,7.06424,,5078.0,,434.632
Kepler-411 b,Kepler-411,Transit,2013,25.6,2.401,3.005156,1138.0,,0.87,153.676
HD 190360 b,HD 190360,Radial Velocity,2003,537.0,,2887.5,,5560.0,0.996,16.0069
HAT-P-41 b,HAT-P-41,Transit,2012,378.2177,22.97845,2.69405,,6390.0,2.56,348.185
Kepler-911 b,Kepler-911,Transit,2016,,2.6,20.310501,,6112.0,1.34,556.168
Kepler-1998 b,Kepler-1998,Transit,2023,,0.6,3.03267135,1187.0,5640.0,0.962,340.965
HAT-P-55 b,HAT-P-55,Transit,2015,189.42573057,14.84069045,3.5852313,1367.0,5804.0,1.028,511.388
Kepler-186 d,Kepler-186,Transit,2014,,1.4,13.342996,,3788.0,0.478,177.594
HD 215152 c,HD 215152,Radial Velocity,2018,1.72,,7.28243,,4935.0,0.77,21.5974
K2-130 b,K2-130,Transit,2017,,1.25,2.49412,,4356.47,0.69563,118.011
HD 179079 b,HD 179079,Radial Velocity,2008,25.74423,,14.479,,5646.0,1.14,69.7116
GJ 667 C b,GJ 667 C,Radial Velocity,2012,,,7.203,,,,7.24396
HD 28185 b,HD 28185,Radial Velocity,2001,1859.29618095,,385.92,,5602.0,0.974,39.3809
HD 25912 b,HD 25912,Radial Velocity,2022,38.13940884,,41.83156,,,1.08,49.1661
Kepler-135 b,Kepler-135,Transit,2014,,1.81,6.00253,,6090.0,,621.855
HD 12235 b,HD 12235,Radial Velocity,2022,10.48833743,,4.36305,,,1.1,31.7627
Kepler-1004 b,Kepler-1004,Transit,2016,,6.28,5.28789787,,4972.0,1.11,1152.68
HD 208487 b,HD 208487,Radial Velocity,2004,146.20106722,,129.36,,6134.0,1.15,45.147
HD 13808 b,HD 13808,Radial Velocity,2021,11.2,,14.1815,,5035.0,0.771,28.2305
Kepler-1948 b,Kepler-1948,Transit,2021,,1.03283226,15.57129955,,3872.0,0.585,193.903
TOI-6699 b,TOI-6699,Transit,2026,,2.32645266,5.32005926761,,4705.1,,85.8463
TOI-5349 b,TOI-5349,Transit,2026,127.4,10.2,3.317921,719.0,3751.0,0.61,188.336
Kepler-251 b,Kepler-251,Transit,2014,,1.33,4.790936,,5526.0,,924.625
Kepler-16 b,Kepler-16,Transit,2011,105.833,8.4493,228.776,,4450.0,0.6897,75.0852
TOI-5688 A b,TOI-5688 A,Transit,2024,124.0,10.3,2.94815527,742.0,3713.0,0.6,226.318
TOI-5704 b,TOI-5704,Transit,2023,,3.2274,3.771116,949.07,4590.0,0.73,89.637
Kepler-910 b,Kepler-910,Transit,2016,,0.82,2.364369015,,6230.0,1.26,400.289
HD 105618 b,HD 105618,Radial Velocity,2022,25.42627256,,10.02245,,,1.01,70.0837
HD 135872 b,HD 135872,Radial Velocity,2022,1744.56012602,,2422.32597,,,1.646,82.4251
HD 16905 b,HD 16905,Radial Velocity,2022,3591.4609991,,10256.0,,,0.85,39.7401
HD 217958 b,HD 217958,Radial Velocity,2022,166.54208527,,2560.19774,,,1.08,61.7957
HD 203387 c,HD 203387,Radial Velocity,2022,2378.9456264,,2481.07227,,,2.817,61.7477
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,Microlensing,2022,31.7828407,,,,,0.32,6950.0
HD 206893 b,HD 206893,Imaging,2021,6197.6539365,,11100.0,,,1.31,40.7583
K2-414 b,K2-414,Transit,2022,,1.219,4.3696,,4343.0,0.814,260.036
TOI-5882 b,TOI-5882,Transit,2025,6995.40323807,11.46678726,7.148972,1515.0,5920.0,1.334,416.104
Kepler-1422 b,Kepler-1422,Transit,2016,,2.02,18.6051942,,6194.0,1.15,2465.84
Kepler-1427 b,Kepler-1427,Transit,2016,,1.1,0.968972376,,5793.0,1.01,
Kepler-1977 b,Kepler-1977,Transit,2023,,1.66,4.53702121,798.0,4805.0,0.769,592.711
Kepler-683 b,Kepler-683,Transit,2016,,1.97,2.539183179,,5703.0,0.96,1023.07
Kepler-172 e,Kepler-172,Transit,2014,,2.76,35.118736,,5526.0,,828.592
Kepler-566 b,Kepler-566,Transit,2016,,2.15,18.42794624,,5132.0,0.83,564.277
K2-243 c,K2-243,Transit,2018,,2.01,24.94598,801.0,6570.0,1.29,266.864
Kepler-370 c,Kepler-370,Transit,2014,,1.91,19.02293,,5852.0,,1167.94
TOI-2136 b,TOI-2136,Transit,2022,6.37,2.19,7.851928,395.0,3342.0,0.34,33.3631
Kepler-355 c,Kepler-355,Transit,2014,,2.71,25.762294,,6184.0,,1432.17
Kepler-856 b,Kepler-856,Transit,2016,,9.3,8.027680595,,5535.0,0.96,1351.17
Kepler-1415 b,Kepler-1415,Transit,2016,,1.29,0.63642408,,5267.0,0.89,1043.56
Kepler-644 b,Kepler-644,Transit,2016,,3.15,3.173917103,,6747.0,1.49,1318.05
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,Microlensing,2022,365.50266805,,,,,0.66,4310.0
EPIC 212587672 b,EPIC 212587672,Transit,2019,,1.26,15.28078,756.0,6004.0,0.99,320.07
Wolf 1061 b,Wolf 1061,Radial Velocity,2015,1.91,,4.8869,,3342.0,0.294,4.30592
Kepler-333 b,Kepler-333,Transit,2014,,1.32,12.551158,,4259.0,,324.413
Kepler-35 b,Kepler-35,Transit,2011,40.363,8.16,131.458,,5606.0,0.8877,1819.17
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,Microlensing,2021,2.5,,,,,0.5,980.0
HD 164922 b,HD 164922,Radial Velocity,2005,116.0,,1207.0,,5390.0,0.926,22.0016
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,Microlensing,2023,4.83,,,,,0.18,2000.0
HD 109286 b,HD 109286,Radial Velocity,2021,950.30693693,,520.1,259.4,5694.0,0.98,55.4156
HD 122562 c,HD 122562,Radial Velocity,2022,73.10053361,,84.96276,,,1.241,53.2528
Kepler-524 c,Kepler-524,Transit,2016,,0.96,1.88897906,,6014.0,1.09,1058.24
TOI-663 b,TOI-663,Transit,2024,4.45,2.27,2.598902,674.0,3681.0,0.514,64.2308
Kepler-1490 b,Kepler-1490,Transit,2016,,3.04,92.4362973,,5515.0,0.9,862.92
Kepler-60 d,Kepler-60,Transit,2012,4.16,1.99,11.8981,,5905.0,1.041,1025.1
Kepler-1127 b,Kepler-1127,Transit,2016,,1.96,5.12330347,,5664.0,0.97,842.459
HD 74156 c,HD 74156,Radial Velocity,2003,2753.98314665,,2448.48726,,,1.1,57.603
TOI-2669 b,TOI-2669,Transit,2022,193.87532827,19.72780603,6.2034,,4800.0,1.19,393.443
K2-288 B b,K2-288 B,Transit,2018,,1.9,31.393463,226.36,3341.0,0.33,65.6138
Kepler-1218 b,Kepler-1218,Transit,2016,,1.44,22.9221266,,5986.0,1.06,840.503
HD 112640 b,HD 112640,Radial Velocity,2020,1589.15,,613.2,,4155.0,1.8,323.335
Kepler-1938 b,Kepler-1938,Transit,2021,,1.82828927,13.06260014,,4522.0,0.646,421.152
Kepler-33 b,Kepler-33,Transit,2011,,1.74,5.66793,,5904.0,1.291,1209.16
Kepler-47 d,Kepler-47,Transit,2019,19.02,7.04,187.366,,,0.957,1025.02
HD 16760 b,HD 16760,Radial Velocity,2009,6833.3107505,,466.08,,5518.0,0.93,50.17561
Kepler-1522 b,Kepler-1522,Transit,2016,,1.73,1.847889171,,5706.0,0.96,814.125
Kepler-1372 b,Kepler-1372,Transit,2016,,1.27,1.311555568,,5677.0,0.98,1303.22
HD 55696 b,HD 55696,Radial Velocity,2018,1230.0021,,1827.0,,6012.0,1.29,77.9693
HD 216536 b,HD 216536,Radial Velocity,2015,333.7215,,148.60001,,4639.0,0.81,376.233
HD 4732 c,HD 4732,Radial Velocity,2012,1069.49258955,,3184.2,,4898.0,1.39,54.7841
WASP-119 b,WASP-119,Transit,2016,390.9309,15.6926,2.49979,1600.0,5650.0,1.02,302.448
Kepler-963 c,Kepler-963,Transit,2024,,0.6,0.919783,,5169.47,0.821,771.494
HD 100546 b,HD 100546,Imaging,2014,2701.5414595,77.3421,,,10500.0,2.4,109.677
TOI-3785 b,TOI-3785,Transit,2023,14.95,5.14,4.6747373,582.0,3576.0,0.52,79.7634
Kepler-1293 b,Kepler-1293,Transit,2016,,0.97,5.57654784,,6241.0,1.18,1028.16
Kepler-450 b,Kepler-450,Transit,2015,,6.14,28.454851,,6197.21,1.19,455.982
TOI-2285 b,TOI-2285,Transit,2021,,1.77,13.635109,358.0,3491.0,0.454,42.409
Kepler-23 c,Kepler-23,Transit,2011,7.81,3.005,10.74,,5828.0,1.078,835.756
TIC 365102760 b,TIC 365102760,Transit,2024,19.2,6.21,4.21285367,,4900.0,1.17,555.546
TIC 139270665 c,TIC 139270665,Radial Velocity,2024,1554.18091023,,1010.0,200.0,5844.0,1.035,189.875
EPIC 246851721 b,EPIC 246851721,Transit,2018,953.49,11.780659,6.180235,1401.0,6202.0,1.317,372.632
TOI-640 b,TOI-640,Transit,2021,181.16219199,19.2794468,5.003777,1816.0,6460.0,1.536,341.997
TOI-1422 b,TOI-1422,Transit,2022,9.5,3.83,12.99894,870.0,,,155.141
TYC 3318-01333-1 b,TYC 3318-01333-1,Radial Velocity,2018,1086.9786,,562.0,,4776.0,1.19,490.61
Kepler-52 b,Kepler-52,Transit,2012,135.0,2.1,7.8773565,,4075.0,0.54,321.542
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,Microlensing,2022,22.24798849,,,,,0.14,6800.0
GJ 1151 c,GJ 1151,Radial Velocity,2023,10.62,,389.7,,3280.0,0.1639,8.03625
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,Microlensing,2023,3.54,,,,,0.41,4240.0
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,Microlensing,2023,5.59,,,,,0.34,5400.0
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,Microlensing,2023,5.27,,,,,0.38,6400.0
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,Microlensing,2022,20.1,,,,,0.47,7000.0
Kepler-929 b,Kepler-929,Transit,2016,,1.11,0.921032135,,5869.0,1.01,1311.23
HD 18438 b,HD 18438,Radial Velocity,2023,6674.396547,,803.0,,3860.0,1.84,224.146
Kepler-314 c,Kepler-314,Transit,2014,,2.9,5.960392,,5378.0,,268.881
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,Microlensing,2023,413.1769291,,,,,0.63,4540.0
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,Microlensing,2022,460.85119015,,,,,0.51,6480.0
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,Microlensing,2023,349.6112477,,4700.0,,,0.584,5200.0
TOI-6303 b,TOI-6303,Transit,2025,2493.0,11.59,9.485236,541.0,3977.0,0.644,152.219
Kepler-1767 b,Kepler-1767,Transit,2021,,3.01299077,59.65829849,,5243.0,0.887,820.506
MOA-2020-BLG-208L b,MOA-2020-BLG-208L,Microlensing,2023,46.0,,,,,0.43,7490.0
Kepler-656 c,Kepler-656,Transit,2023,,1.41,5.25449393,975.0,5550.0,1.05,890.352
Kepler-1939 b,Kepler-1939,Transit,2021,,1.16480773,2.790659904,,4353.0,0.648,189.833
Kepler-74 b,Kepler-74,Transit,2013,200.22,10.76,7.340711,1078.0,6000.0,1.18,1177.55
WASP-85 A b,WASP-85 A,Transit,2016,402.05495,13.89916,2.6556777,1452.0,6112.0,1.09,141.887
K2-289 b,K2-289,Transit,2019,,9.1,13.156969,753.0,5529.0,0.953,274.3
Kepler-568 b,Kepler-568,Transit,2016,,2.26,11.02347475,,3768.0,0.55,130.645
K2-58 d,K2-58,Transit,2016,,1.71,22.8827,,5413.0,0.89,181.746
K2-83 b,K2-83,Transit,2016,,1.244,2.74697,,3910.0,0.484,125.529
K2-294 b,K2-294,Transit,2019,,1.66,2.50387,1425.0,5612.0,0.987,373.078
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,Microlensing,2014,4100.0,,,,,0.096,3040.0
Kepler-990 c,Kepler-990,Transit,2016,,1.53,0.538354308,,5948.0,1.05,802.163
CoRoT-9 b,CoRoT-9,Transit,2009,266.9772,11.948794,95.272656,420.0,5625.0,0.96,412.98
Kepler-538 b,Kepler-538,Transit,2016,12.9,2.215,81.73778,417.0,5534.0,0.892,155.956
HIP 114933 b,HIP 114933,Radial Velocity,2021,616.58710958,,1481.6,,4823.0,1.39,101.766
TOI-2529 b,TOI-2529,Transit,2024,743.71847238,11.54525012,64.5949,636.0,5802.0,1.11,296.271
Kepler-701 b,Kepler-701,Transit,2016,,2.84,10.35533177,,5343.0,0.88,774.152
Kepler-326 b,Kepler-326,Transit,2014,,1.52,2.248329,,5105.0,,487.675
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,Microlensing,2021,1.87,,,,,0.49,1220.0
Kepler-1158 b,Kepler-1158,Transit,2016,,2.34,13.5396293,,6203.0,1.41,1484.25
Kepler-549 d,Kepler-549,Transit,2023,,4.2,24.61480613,586.0,5312.0,0.859,635.145
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,Microlensing,2022,5720.911326,,,,,0.9,2700.0
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,Microlensing,2021,1976.89269154,,,,,0.59,5830.0
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,Microlensing,2010,830.0,,1980.0,,,0.19,5690.0
TIC 279401253 c,TIC 279401253,Transit,2023,2548.98382414,,155.3,,5951.0,1.13,285.584
HD 164509 b,HD 164509,Radial Velocity,2012,140.79869,,280.17,,5859.0,1.12,53.1119
TOI-1431 b,TOI-1431,Transit,2021,991.62462984,16.70138124,2.650237,2370.0,7690.0,1.9,148.925
Kepler-1870 b,Kepler-1870,Transit,2021,,2.10143764,3.606940031,,5508.0,0.955,407.216
Kepler-1838 b,Kepler-1838,Transit,2021,,1.66049425,12.14680004,,5877.0,1.187,451.242
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,Microlensing,2014,1500.0,,,,,0.37,6800.0
GJ 238 b,GJ 238,Transit,2024,,0.566,1.7446999,758.0,3485.0,0.4193,15.2142
HD 3765 b,HD 3765,Radial Velocity,2021,54.98431441,,1211.0,,5049.8,0.851785,17.926
Kepler-189 b,Kepler-189,Transit,2014,,1.21,10.399931,,5235.0,,591.534
Kepler-476 b,Kepler-476,Transit,2016,,3.08,14.00640607,,5837.0,1.03,813.535
EPIC 206032309 b,EPIC 206032309,Transit,2019,,1.01,2.87814,,,0.221,161.365
TOI-6002 b,TOI-6002,Transit,2024,,1.65,10.904821,321.4,3229.0,0.2101,32.0266
TOI-1798.01,TOI-1798,Transit,2024,,2.448,8.021522331,,5165.0,0.87,113.181
HAT-P-60 b,HAT-P-60,Transit,2021,182.43350562,18.28184752,4.7947813,1772.0,6212.0,1.435,233.22
Kepler-1523 b,Kepler-1523,Transit,2016,,1.58,0.93875077,,5708.0,0.97,865.596
NGTS-27 b,NGTS-27,Transit,2024,188.47224535,15.64773706,3.3704181,1783.0,5700.0,1.07,942.122
Kepler-195 c,Kepler-195,Transit,2014,,1.55,34.096863,,5329.0,,652.051
Kepler-217 b,Kepler-217,Transit,2014,,2.23,5.374943,,6171.0,,1104.64
G 196-3 b,G 196-3,Imaging,2024,8263.538582,,,1670.0,,,21.7912
K2-84 b,K2-84,Transit,2016,,2.41,6.4215,,5652.0,0.95,284.876
HD 20868 b,HD 20868,Radial Velocity,2008,397.2875,,380.85001,,4802.0,0.39,47.7223
Kepler-1855 b,Kepler-1855,Transit,2021,,1.216205,0.727330983,,3460.0,0.385,
TOI-7333 b,TOI-7333,Transit,2026,,2.09469416,6.26449803661,,4586.87,,157.217
Kepler-1327 b,Kepler-1327,Transit,2016,,1.8,14.88801098,,5885.0,1.02,678.069
HD 100508 b,HD 100508,Radial Velocity,2026,381.3940884,,5681.0,,5419.0,0.94,32.7548
TOI-1347 b,TOI-1347,Transit,2024,11.1,1.8,0.84742346,1400.0,5464.0,0.913,147.476
Kepler-1067 c,Kepler-1067,Transit,2021,,1.74682428,5.425839901,,5594.0,0.981,667.693
Kepler-212 b,Kepler-212,Transit,2014,,1.09,16.257582,,5852.0,,687.194
Kepler-603 d,Kepler-603,Transit,2016,,1.32,6.2171292,,5808.0,1.01,1539.63
TOI-1203 e,TOI-1203,Radial Velocity,2025,42.1,,204.59,,5737.0,0.886,64.9943
K2-187 b,K2-187,Transit,2018,,1.2,0.77401,,5438.0,,330.916
K2-209 b,K2-209,Transit,2018,,0.86850263,2.080615,,4720.0,0.74479,76.4986
K2-211 b,K2-211,Transit,2018,,1.33162691,0.669561,1873.0,5117.0,0.851,272.297
TOI-6692 b,TOI-6692,Transit,2026,197.05361234,11.67975789,131.125,467.0,5890.0,1.047,312.903
HN Lib b,HN Lib,Radial Velocity,2023,5.46,,36.116,234.4,3347.0,0.291,6.24442
Kepler-331 b,Kepler-331,Transit,2014,,1.82,8.457496,,4347.0,,580.119
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,Microlensing,2024,343.25467956,,,,,0.17,6980.0
OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,Microlensing,2024,1382.55357045,,,,,0.69,3680.0
Kepler-1572 b,Kepler-1572,Transit,2016,,0.94,5.49548621,,5618.0,0.97,946.602
Kepler-1585 b,Kepler-1585,Transit,2016,,1.79,3.5827463,,5538.0,0.94,944.465
Kepler-1596 b,Kepler-1596,Transit,2016,,1.9,66.373379,,5706.0,0.95,2146.23
K2-375 b,K2-375,Transit,2022,,2.243,14.453895,,5822.0,1.119,696.1
Kepler-670 b,Kepler-670,Transit,2016,,13.18,2.816504852,,5709.0,0.99,939.744
K2-119 b,K2-119,Transit,2017,,2.53,7.727283,666.0,4740.0,0.76,365.581
K2-346 b,K2-346,Transit,2021,,2.26,26.201446,450.0,4801.0,0.71,105.58
Kepler-180 c,Kepler-180,Transit,2014,,3.01,41.885775,,5731.0,,695.65
Kepler-1915 b,Kepler-1915,Transit,2021,,3.21798413,13.83539963,,6020.0,1.03,1514.66
Kepler-595 b,Kepler-595,Transit,2016,17.4,3.708,25.3029092,,,0.93,643.009
HATS-64 b,HATS-64,Transit,2018,305.1168,18.819911,4.908897,1793.0,6554.0,1.564,1080.15
Kepler-423 b,Kepler-423,Transit,2014,189.101,13.361,2.6843285,1605.0,5560.0,0.85,758.753
TOI-6086 b,TOI-6086,Transit,2024,,1.18,1.3888725,634.0,3200.0,0.254,31.4566
Kepler-770 c,Kepler-770,Transit,2016,,1.2,1.475322314,,5598.0,0.94,930.457
TOI-3894 b,TOI-3894,Transit,2024,260.61929374,15.27784069,4.33454,1531.0,6000.0,1.138,417.365
Kepler-345 c,Kepler-345,Transit,2014,,1.2,9.387427,,4504.0,,
HD 94834 b,HD 94834,Radial Velocity,2018,400.4658,,1576.0,,4798.0,1.11,98.1609
Kepler-1622 b,Kepler-1622,Transit,2016,,1.47,10.8118737,,6436.0,1.31,796.477
WASP-49 b,WASP-49,Transit,2012,117.5971,12.44199,2.78174,,5600.0,0.92,194.553
Kepler-1869 b,Kepler-1869,Transit,2021,,1.11955354,8.167360306,,5808.0,0.987,113.025
Kepler-283 b,Kepler-283,Transit,2014,,2.13,11.008151,,4351.0,,468.094
KOI-1833 d,Kepler-968,Transit,2021,11.02,2.58,7.685,613.0,4413.0,0.681,290.324
Kepler-402 c,Kepler-402,Transit,2014,,1.56,6.124821,,6090.0,,625.339
Kepler-175 c,Kepler-175,Transit,2014,,3.1,34.035257,,6064.0,,1312.34
Kepler-1524 b,Kepler-1524,Transit,2016,,3.54,70.9674603,,6179.0,1.17,381.773
Kepler-316 c,Kepler-316,Transit,2014,,1.16,6.827766,,4204.0,,384.938
Kepler-1965 b,Kepler-1965,Transit,2021,,1.35415138,41.86869812,,5852.0,0.928,521.791
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,Imaging,2012,6992.0,10.468,,450.0,575.0,0.029,
SPECULOOS-3 b,SPECULOOS-3,Transit,2024,,0.977,0.71912603,553.0,2800.0,0.1009,
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,Microlensing,2022,66.74396547,,,,,0.56,6600.0
Kepler-1019 b,Kepler-1019,Transit,2016,,1.46,1.411229847,,4433.0,0.7,194.182
Kepler-1104 b,Kepler-1104,Transit,2016,,1.23,5.03728015,,6417.0,1.3,530.658
Kepler-837 b,Kepler-837,Transit,2016,,2.56,16.56059504,,5403.0,0.85,901.907
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,Microlensing,2023,368.68095212,,,,,0.34,5910.0
Kepler-163 c,Kepler-163,Transit,2014,,2.26,21.347262,,5776.0,,689.814
Kepler-511 b,Kepler-511,Transit,2016,,6.35,296.637865,,5770.0,1.0,651.999
Kepler-44 b,Kepler-44,Transit,2011,317.82,12.22,3.2467293,1544.0,5800.0,1.12,1188.0
HD 95338 b,HD 95338,Radial Velocity,2020,,4.27174254,55.082694,,5097.0,0.848,36.9941
Kepler-235 d,Kepler-235,Transit,2014,,2.05,20.060548,,4255.0,,428.018
Kepler-1085 b,Kepler-1085,Transit,2016,,7.22,219.3217528,,6000.0,1.11,1364.53
HD 31253 b,HD 31253,Radial Velocity,2010,197.0546,,466.0,,6130.0,1.7,58.1438
Kepler-1968 b,Kepler-1968,Transit,2021,,1.50004034,7.281099796,,5008.0,0.844,750.93
TOI-5398 b,TOI-5398,Transit,2022,58.7,10.3,10.590547,947.0,6000.0,1.146,130.855
Kepler-590 b,Kepler-590,Transit,2016,,4.02,5.85296257,,6000.0,1.1,1421.81
Kepler-1749 b,Kepler-1749,Transit,2021,,1.61301783,14.53409958,,3957.0,0.551,268.2
Kepler-241 b,Kepler-241,Transit,2014,,2.33,12.718092,,4699.0,,
Kepler-1040 b,Kepler-1040,Transit,2016,,2.08,201.1214,,5694.0,0.98,482.119
HD 25171 b,HD 25171,Radial Velocity,2010,290.81445,,1802.29,,6125.0,1.076,55.6146
TOI-519 b,TOI-519,Transit,2021,147.15455244,11.54525012,1.2652328,687.0,3322.0,0.335,115.557
Kepler-1810 b,Kepler-1810,Transit,2021,,3.91815325,101.1330032,,5492.0,0.921,1009.87
Kepler-962 b,Kepler-962,Transit,2016,,1.97,12.05707239,,5478.0,0.93,411.486
Kepler-1972 b,Kepler-1972,Transit,2022,2.02,0.802,7.54425,,5818.0,1.12,287.339
Kepler-1761 b,Kepler-1761,Transit,2021,,1.39109603,4.043540001,,3871.0,0.573,221.186
Kepler-1600 c,Kepler-1600,Transit,2021,,1.94206512,7.298049927,,5119.0,0.818,1030.81
Kepler-1093 c,Kepler-1093,Transit,2016,,1.96,89.722292,,6166.0,1.13,1072.88
Kepler-265 b,Kepler-265,Transit,2014,,1.86,6.846262,,5835.0,,1280.25
Kepler-781 b,Kepler-781,Transit,2016,,2.89,13.2140732,,5162.0,0.81,1064.47
Kepler-975 c,Kepler-975,Transit,2023,,10.69,5.05821338,1168.0,4883.0,0.951,426.088
HD 211970 b,HD 211970,Radial Velocity,2019,13.0,,25.201,,4127.0,0.61,13.1277
HD 48265 b,HD 48265,Radial Velocity,2008,484.69075,,778.51,,5733.0,1.312,90.5446
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,Microlensing,2022,15.5,,,,,0.28,7200.0
HD 115404 A b,HD 115404 A,Radial Velocity,2022,30.82935548,,10.49488,,,0.83,10.9816
Kepler-179 b,Kepler-179,Transit,2014,,1.64,2.735926,,5302.0,,605.68
TOI-2545 b,TOI-2545,Transit,2022,,2.75,7.994037,,5846.29,1.055,107.118
K2-379 b,K2-379,Transit,2022,,2.181,8.777247,,4603.0,0.856,182.207
Kepler-767 b,Kepler-767,Transit,2016,,6.64,161.5280101,,5694.0,0.96,2251.03
CoRoT-17 b,CoRoT-17,Transit,2011,772.29,11.43,3.7681,1626.0,5740.0,1.04,1176.12
CoRoT-23 b,CoRoT-23,Transit,2011,889.9,11.77,3.6313,1660.0,5900.0,1.14,1060.97
CoRoT-5 b,CoRoT-5,Transit,2009,148.42,15.558,4.0378962,1438.0,6100.0,1.0,882.472
GJ 649 b,GJ 649,Radial Velocity,2009,81.99972901,,600.1,,3734.0,0.51,10.3796
GJ 179 b,GJ 179,Radial Velocity,2009,260.61,,2288.0,,3370.0,0.357,12.356
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L,Microlensing,2024,163.04597279,,,,,0.368,6570.0
Kepler-1783 b,Kepler-1783,Transit,2021,,1.31946731,8.277440071,,5129.0,0.887,264.078
KMT-2019-BLG-0578L b,KMT-2019-BLG-0578L,Microlensing,2025,381.3940884,,,,,0.28,7300.0
Kepler-1029 b,Kepler-1029,Transit,2016,,1.26,4.417696479,,5030.0,0.82,366.656
Kepler-948 b,Kepler-948,Transit,2016,,1.85,7.76846622,,5679.0,0.96,868.017
Kepler-965 b,Kepler-965,Transit,2016,,3.38,134.2527298,,5886.0,1.05,582.828
K2-157 c,K2-157,Radial Velocity,2025,30.8,,25.942,587.0,5334.0,0.89,298.373
KMT-2017-BLG-0849L b,KMT-2017-BLG-0849L,Microlensing,2024,6.39,,,,,0.19,7220.0
HD 224018 d,HD 224018,Transit,2025,4.2,2.4,138.0731,411.0,5784.0,1.013,105.48
K2-73 c,K2-73,Radial Velocity,2025,1142.0,,1000.0,186.1,5867.0,1.02,269.183
